transaction_id,customer_id,age,monthly_income,timestamp,merchant_category,amount,is_late_night,transactions_last_2hrs,days_since_payday,is_impulsive
TXN_013863,CUST_084,20,70328,2025-12-01 08:05:00,"Fashion (e.g., Myntra, Zara)",5320,0,0.0,26,0
TXN_001873,CUST_011,25,53920,2025-12-01 08:08:00,"Groceries (e.g., Blinkit, Zepto)",941,0,0.0,3,0
TXN_023585,CUST_145,27,32858,2025-12-01 08:08:00,Nightlife/Dining,4080,0,0.0,0,0
TXN_023257,CUST_143,23,48521,2025-12-01 08:11:00,"Utilities (e.g., Electricity, Wifi)",1211,0,0.0,0,0
TXN_018381,CUST_113,20,77476,2025-12-01 08:12:00,"Transit (e.g., Uber, Metro)",306,0,0.0,26,0
TXN_029410,CUST_181,26,101603,2025-12-01 08:17:00,"Groceries (e.g., Blinkit, Zepto)",616,0,0.0,3,0
TXN_009097,CUST_055,23,27828,2025-12-01 08:21:00,"Utilities (e.g., Electricity, Wifi)",2726,0,0.0,3,0
TXN_006171,CUST_037,29,40595,2025-12-01 08:24:00,"Gaming/Digital (e.g., Steam, Netflix)",2042,0,0.0,3,0
TXN_016431,CUST_101,19,83311,2025-12-01 08:26:00,"Groceries (e.g., Blinkit, Zepto)",1299,0,0.0,0,0
TXN_022621,CUST_139,24,55878,2025-12-01 08:31:00,"Utilities (e.g., Electricity, Wifi)",1133,0,0.0,3,0
TXN_013859,CUST_084,20,70328,2025-12-01 08:31:00,"Food Delivery (e.g., Zomato, Swiggy)",715,0,1.0,26,0
TXN_032312,CUST_198,23,67275,2025-12-01 08:33:00,"Utilities (e.g., Electricity, Wifi)",2984,0,0.0,26,0
TXN_012461,CUST_076,25,30708,2025-12-01 08:35:00,"Food Delivery (e.g., Zomato, Swiggy)",1816,0,0.0,0,1
TXN_001664,CUST_010,24,102739,2025-12-01 08:36:00,Nightlife/Dining,2415,0,0.0,0,0
TXN_017693,CUST_109,26,111690,2025-12-01 08:42:00,"Transit (e.g., Uber, Metro)",446,0,0.0,3,0
TXN_001183,CUST_007,22,43594,2025-12-01 08:44:00,"Food Delivery (e.g., Zomato, Swiggy)",2196,0,0.0,0,0
TXN_015729,CUST_096,21,107934,2025-12-01 08:47:00,"Utilities (e.g., Electricity, Wifi)",1341,0,0.0,26,0
TXN_005676,CUST_034,26,105556,2025-12-01 08:48:00,"Gaming/Digital (e.g., Steam, Netflix)",4322,0,0.0,0,1
TXN_031034,CUST_190,27,82061,2025-12-01 08:50:00,"Transit (e.g., Uber, Metro)",67,0,0.0,0,0
TXN_026720,CUST_164,25,25347,2025-12-01 08:53:00,"Utilities (e.g., Electricity, Wifi)",501,0,0.0,3,0
TXN_030852,CUST_189,21,56688,2025-12-01 08:58:00,"Food Delivery (e.g., Zomato, Swiggy)",927,0,0.0,0,0
TXN_013683,CUST_083,29,86300,2025-12-01 08:59:00,"Groceries (e.g., Blinkit, Zepto)",1300,0,0.0,3,1
TXN_018796,CUST_116,21,96669,2025-12-01 09:00:00,"Groceries (e.g., Blinkit, Zepto)",618,0,0.0,0,0
TXN_011158,CUST_068,22,115496,2025-12-01 09:07:00,"Groceries (e.g., Blinkit, Zepto)",922,0,0.0,3,0
TXN_026531,CUST_163,30,25978,2025-12-01 09:08:00,Nightlife/Dining,5713,0,0.0,0,0
TXN_028507,CUST_175,27,69104,2025-12-01 09:10:00,"Groceries (e.g., Blinkit, Zepto)",1218,0,0.0,3,0
TXN_031035,CUST_190,27,82061,2025-12-01 09:11:00,"Food Delivery (e.g., Zomato, Swiggy)",818,0,1.0,0,0
TXN_015862,CUST_097,24,98656,2025-12-01 09:11:00,"Utilities (e.g., Electricity, Wifi)",2796,0,0.0,26,0
TXN_023584,CUST_145,27,32858,2025-12-01 09:16:00,"Transit (e.g., Uber, Metro)",477,0,1.0,0,0
TXN_029104,CUST_179,18,49498,2025-12-01 09:21:00,"Groceries (e.g., Blinkit, Zepto)",281,0,0.0,26,0
TXN_015210,CUST_093,29,99757,2025-12-01 09:28:00,"Groceries (e.g., Blinkit, Zepto)",1292,0,0.0,3,0
TXN_029937,CUST_184,29,68291,2025-12-01 09:28:00,Nightlife/Dining,1838,0,0.0,26,0
TXN_011322,CUST_069,21,101527,2025-12-01 09:35:00,"Fashion (e.g., Myntra, Zara)",2394,0,0.0,26,0
TXN_015208,CUST_093,29,99757,2025-12-01 09:35:00,"Groceries (e.g., Blinkit, Zepto)",295,0,1.0,3,0
TXN_028787,CUST_177,20,101646,2025-12-01 09:38:00,"Utilities (e.g., Electricity, Wifi)",796,0,0.0,3,0
TXN_011325,CUST_069,21,101527,2025-12-01 09:39:00,"Fashion (e.g., Myntra, Zara)",6851,0,1.0,26,0
TXN_025062,CUST_154,18,85369,2025-12-01 09:44:00,"Healthcare (e.g., Apollo, PharmEasy)",458,0,0.0,3,0
TXN_021501,CUST_132,21,45307,2025-12-01 09:48:00,"Transit (e.g., Uber, Metro)",490,0,0.0,26,0
TXN_012153,CUST_074,25,99345,2025-12-01 09:49:00,"Groceries (e.g., Blinkit, Zepto)",1184,0,0.0,26,0
TXN_001007,CUST_006,20,52261,2025-12-01 09:50:00,"Utilities (e.g., Electricity, Wifi)",1753,0,0.0,26,0
TXN_015864,CUST_097,24,98656,2025-12-01 09:51:00,"Transit (e.g., Uber, Metro)",407,0,1.0,26,0
TXN_028960,CUST_178,25,99620,2025-12-01 09:52:00,"Groceries (e.g., Blinkit, Zepto)",990,0,0.0,0,0
TXN_021291,CUST_131,20,28166,2025-12-01 09:53:00,"Transit (e.g., Uber, Metro)",73,0,0.0,0,0
TXN_032314,CUST_198,23,67275,2025-12-01 09:53:00,"Transit (e.g., Uber, Metro)",518,0,1.0,26,0
TXN_031670,CUST_194,30,94580,2025-12-01 09:53:00,"Healthcare (e.g., Apollo, PharmEasy)",645,0,0.0,26,0
TXN_020652,CUST_127,28,100163,2025-12-01 09:59:00,"Transit (e.g., Uber, Metro)",318,0,0.0,26,0
TXN_032501,CUST_199,24,110324,2025-12-01 10:00:00,"Transit (e.g., Uber, Metro)",93,0,0.0,3,0
TXN_018795,CUST_116,21,96669,2025-12-01 10:01:00,Nightlife/Dining,6736,0,1.0,0,0
TXN_006359,CUST_038,18,25347,2025-12-01 10:02:00,"Transit (e.g., Uber, Metro)",424,0,0.0,3,0
TXN_004932,CUST_029,25,105637,2025-12-01 10:11:00,"Transit (e.g., Uber, Metro)",148,0,0.0,26,0
TXN_005876,CUST_035,30,110732,2025-12-01 10:16:00,"Groceries (e.g., Blinkit, Zepto)",1338,0,0.0,26,0
TXN_006693,CUST_040,24,40685,2025-12-01 10:20:00,"Gaming/Digital (e.g., Steam, Netflix)",4422,0,0.0,0,0
TXN_019794,CUST_122,30,62066,2025-12-01 10:22:00,"Utilities (e.g., Electricity, Wifi)",511,0,0.0,3,0
TXN_000295,CUST_002,27,100790,2025-12-01 10:22:00,"Gaming/Digital (e.g., Steam, Netflix)",1435,0,0.0,0,0
TXN_007323,CUST_044,19,28733,2025-12-01 10:22:00,"Gaming/Digital (e.g., Steam, Netflix)",3125,0,0.0,0,0
TXN_031808,CUST_195,29,25602,2025-12-01 10:24:00,"Transit (e.g., Uber, Metro)",166,0,0.0,0,0
TXN_019310,CUST_119,20,96703,2025-12-01 10:30:00,"Utilities (e.g., Electricity, Wifi)",892,0,0.0,3,0
TXN_019978,CUST_123,30,39650,2025-12-01 10:36:00,"Healthcare (e.g., Apollo, PharmEasy)",1692,0,0.0,26,0
TXN_001665,CUST_010,24,102739,2025-12-01 10:42:00,"Healthcare (e.g., Apollo, PharmEasy)",985,0,0.0,0,0
TXN_015073,CUST_092,22,116237,2025-12-01 10:47:00,"Healthcare (e.g., Apollo, PharmEasy)",369,0,0.0,3,0
TXN_018794,CUST_116,21,96669,2025-12-01 10:47:00,"Gaming/Digital (e.g., Steam, Netflix)",1248,0,2.0,0,0
TXN_012806,CUST_078,18,91682,2025-12-01 10:49:00,"Healthcare (e.g., Apollo, PharmEasy)",1210,0,0.0,0,0
TXN_025063,CUST_154,18,85369,2025-12-01 10:50:00,"Utilities (e.g., Electricity, Wifi)",584,0,1.0,3,0
TXN_019441,CUST_120,21,39749,2025-12-01 10:54:00,"Transit (e.g., Uber, Metro)",535,0,0.0,26,0
TXN_012954,CUST_079,19,43809,2025-12-01 11:04:00,"Food Delivery (e.g., Zomato, Swiggy)",1096,0,0.0,0,0
TXN_000657,CUST_004,27,67371,2025-12-01 11:04:00,"Utilities (e.g., Electricity, Wifi)",1683,0,0.0,3,1
TXN_001371,CUST_008,21,70737,2025-12-01 11:04:00,"Fashion (e.g., Myntra, Zara)",2019,0,0.0,0,0
TXN_026238,CUST_161,23,37847,2025-12-01 11:05:00,Nightlife/Dining,2714,0,0.0,26,0
TXN_010794,CUST_066,23,29252,2025-12-01 11:08:00,"Healthcare (e.g., Apollo, PharmEasy)",1308,0,0.0,0,0
TXN_024891,CUST_153,28,85448,2025-12-01 11:08:00,"Groceries (e.g., Blinkit, Zepto)",1335,0,0.0,3,0
TXN_007655,CUST_046,20,32470,2025-12-01 11:11:00,"Transit (e.g., Uber, Metro)",122,0,0.0,26,0
TXN_016434,CUST_101,19,83311,2025-12-01 11:15:00,"Gaming/Digital (e.g., Steam, Netflix)",1493,0,0.0,0,0
TXN_028961,CUST_178,25,99620,2025-12-01 11:15:00,"Utilities (e.g., Electricity, Wifi)",2638,0,1.0,0,0
TXN_011800,CUST_072,21,32514,2025-12-01 11:15:00,"Groceries (e.g., Blinkit, Zepto)",1452,0,0.0,3,0
TXN_018524,CUST_114,30,47790,2025-12-01 11:18:00,"Fashion (e.g., Myntra, Zara)",6192,0,0.0,26,0
TXN_015531,CUST_095,25,82528,2025-12-01 11:19:00,"Utilities (e.g., Electricity, Wifi)",2518,0,0.0,0,0
TXN_019442,CUST_120,21,39749,2025-12-01 11:22:00,"Utilities (e.g., Electricity, Wifi)",819,0,1.0,26,0
TXN_013862,CUST_084,20,70328,2025-12-01 11:25:00,"Gaming/Digital (e.g., Steam, Netflix)",2056,0,0.0,26,0
TXN_002389,CUST_014,23,38745,2025-12-01 11:27:00,"Transit (e.g., Uber, Metro)",456,0,0.0,0,0
TXN_011321,CUST_069,21,101527,2025-12-01 11:30:00,"Fashion (e.g., Myntra, Zara)",5398,0,2.0,26,0
TXN_005273,CUST_031,25,59545,2025-12-01 11:31:00,"Groceries (e.g., Blinkit, Zepto)",647,0,0.0,3,0
TXN_009098,CUST_055,23,27828,2025-12-01 11:34:00,"Utilities (e.g., Electricity, Wifi)",2163,0,0.0,3,0
TXN_031385,CUST_192,26,64418,2025-12-01 11:44:00,"Transit (e.g., Uber, Metro)",257,0,0.0,26,0
TXN_029935,CUST_184,29,68291,2025-12-01 11:45:00,Nightlife/Dining,4073,0,0.0,26,0
TXN_029594,CUST_182,18,115018,2025-12-01 11:45:00,"Gaming/Digital (e.g., Steam, Netflix)",5513,0,0.0,0,0
TXN_020514,CUST_126,28,43717,2025-12-01 11:45:00,"Utilities (e.g., Electricity, Wifi)",1500,0,0.0,26,0
TXN_023891,CUST_147,28,64404,2025-12-01 11:46:00,"Food Delivery (e.g., Zomato, Swiggy)",1259,0,0.0,0,0
TXN_027870,CUST_171,24,72502,2025-12-01 11:49:00,"Gaming/Digital (e.g., Steam, Netflix)",4001,0,0.0,0,1
TXN_020971,CUST_129,25,30057,2025-12-01 11:49:00,"Gaming/Digital (e.g., Steam, Netflix)",1003,0,0.0,0,0
TXN_003603,CUST_021,18,53251,2025-12-01 11:55:00,"Transit (e.g., Uber, Metro)",416,0,0.0,3,0
TXN_009270,CUST_056,26,50418,2025-12-01 11:56:00,"Healthcare (e.g., Apollo, PharmEasy)",1923,0,0.0,26,0
TXN_024387,CUST_150,27,62968,2025-12-01 12:02:00,"Groceries (e.g., Blinkit, Zepto)",551,0,0.0,3,0
TXN_007826,CUST_047,20,45086,2025-12-01 12:02:00,"Utilities (e.g., Electricity, Wifi)",2640,0,0.0,3,0
TXN_012953,CUST_079,19,43809,2025-12-01 12:04:00,"Food Delivery (e.g., Zomato, Swiggy)",931,0,1.0,0,0
TXN_019311,CUST_119,20,96703,2025-12-01 12:06:00,"Healthcare (e.g., Apollo, PharmEasy)",1984,0,1.0,3,1
TXN_009856,CUST_060,21,89360,2025-12-01 12:08:00,"Utilities (e.g., Electricity, Wifi)",1276,0,0.0,26,0
TXN_020973,CUST_129,25,30057,2025-12-01 12:11:00,"Gaming/Digital (e.g., Steam, Netflix)",1102,0,1.0,0,1
TXN_029595,CUST_182,18,115018,2025-12-01 12:11:00,"Groceries (e.g., Blinkit, Zepto)",993,0,1.0,0,0
TXN_011963,CUST_073,18,51314,2025-12-01 12:12:00,"Utilities (e.g., Electricity, Wifi)",2371,0,0.0,26,0
TXN_024192,CUST_149,24,114573,2025-12-01 12:12:00,"Gaming/Digital (e.g., Steam, Netflix)",1788,0,0.0,26,0
TXN_021295,CUST_131,20,28166,2025-12-01 12:14:00,Nightlife/Dining,7369,0,0.0,0,0
TXN_009717,CUST_059,21,64532,2025-12-01 12:15:00,"Fashion (e.g., Myntra, Zara)",6486,0,0.0,0,0
TXN_014643,CUST_089,27,79290,2025-12-01 12:17:00,"Utilities (e.g., Electricity, Wifi)",1430,0,0.0,3,0
TXN_029939,CUST_184,29,68291,2025-12-01 12:19:00,Nightlife/Dining,2395,0,1.0,26,0
TXN_020331,CUST_125,20,61892,2025-12-01 12:20:00,"Food Delivery (e.g., Zomato, Swiggy)",539,0,0.0,0,0
TXN_023111,CUST_142,28,50847,2025-12-01 12:23:00,"Utilities (e.g., Electricity, Wifi)",2955,0,0.0,26,0
TXN_004223,CUST_025,23,64413,2025-12-01 12:24:00,"Groceries (e.g., Blinkit, Zepto)",100,0,0.0,26,0
TXN_007656,CUST_046,20,32470,2025-12-01 12:25:00,"Groceries (e.g., Blinkit, Zepto)",661,0,1.0,26,0
TXN_002938,CUST_017,28,27312,2025-12-01 12:29:00,"Groceries (e.g., Blinkit, Zepto)",728,0,0.0,0,0
TXN_016156,CUST_099,19,74557,2025-12-01 12:29:00,"Groceries (e.g., Blinkit, Zepto)",184,0,0.0,3,0
TXN_005878,CUST_035,30,110732,2025-12-01 12:32:00,"Transit (e.g., Uber, Metro)",189,0,0.0,26,0
TXN_004222,CUST_025,23,64413,2025-12-01 12:35:00,"Utilities (e.g., Electricity, Wifi)",2327,0,1.0,26,0
TXN_006172,CUST_037,29,40595,2025-12-01 12:40:00,"Gaming/Digital (e.g., Steam, Netflix)",1443,0,0.0,3,0
TXN_021980,CUST_135,19,67322,2025-12-01 12:42:00,"Utilities (e.g., Electricity, Wifi)",1909,0,0.0,0,0
TXN_028044,CUST_172,30,36212,2025-12-01 12:42:00,"Healthcare (e.g., Apollo, PharmEasy)",1579,0,0.0,3,0
TXN_018219,CUST_112,27,98770,2025-12-01 12:48:00,"Transit (e.g., Uber, Metro)",98,0,0.0,3,1
TXN_018674,CUST_115,25,105981,2025-12-01 12:55:00,"Groceries (e.g., Blinkit, Zepto)",1274,0,0.0,3,0
TXN_018522,CUST_114,30,47790,2025-12-01 12:59:00,"Food Delivery (e.g., Zomato, Swiggy)",300,0,1.0,26,0
TXN_012294,CUST_075,25,68437,2025-12-01 13:00:00,"Groceries (e.g., Blinkit, Zepto)",492,0,0.0,26,0
TXN_031671,CUST_194,30,94580,2025-12-01 13:02:00,"Groceries (e.g., Blinkit, Zepto)",786,0,0.0,26,0
TXN_015209,CUST_093,29,99757,2025-12-01 13:03:00,"Healthcare (e.g., Apollo, PharmEasy)",1566,0,0.0,3,0
TXN_029938,CUST_184,29,68291,2025-12-01 13:04:00,"Fashion (e.g., Myntra, Zara)",6812,0,2.0,26,0
TXN_008249,CUST_050,27,32327,2025-12-01 13:06:00,"Utilities (e.g., Electricity, Wifi)",2268,0,0.0,26,0
TXN_020332,CUST_125,20,61892,2025-12-01 13:07:00,"Healthcare (e.g., Apollo, PharmEasy)",797,0,1.0,0,0
TXN_002936,CUST_017,28,27312,2025-12-01 13:11:00,Nightlife/Dining,10834,0,1.0,0,0
TXN_012152,CUST_074,25,99345,2025-12-01 13:14:00,"Healthcare (e.g., Apollo, PharmEasy)",1588,0,0.0,26,0
TXN_001666,CUST_010,24,102739,2025-12-01 13:17:00,"Transit (e.g., Uber, Metro)",292,0,0.0,0,0
TXN_030130,CUST_185,27,40651,2025-12-01 13:18:00,"Transit (e.g., Uber, Metro)",581,0,0.0,26,0
TXN_016430,CUST_101,19,83311,2025-12-01 13:18:00,"Healthcare (e.g., Apollo, PharmEasy)",1751,0,0.0,0,0
TXN_006509,CUST_039,27,71592,2025-12-01 13:19:00,"Healthcare (e.g., Apollo, PharmEasy)",1584,0,0.0,3,0
TXN_003469,CUST_020,21,49590,2025-12-01 13:19:00,"Utilities (e.g., Electricity, Wifi)",1618,0,0.0,3,0
TXN_025437,CUST_156,25,39087,2025-12-01 13:20:00,"Transit (e.g., Uber, Metro)",578,0,0.0,0,0
TXN_032150,CUST_197,21,72990,2025-12-01 13:21:00,"Transit (e.g., Uber, Metro)",461,0,0.0,0,1
TXN_005402,CUST_032,30,65252,2025-12-01 13:21:00,"Transit (e.g., Uber, Metro)",98,0,0.0,3,0
TXN_017390,CUST_107,26,116666,2025-12-01 13:24:00,"Healthcare (e.g., Apollo, PharmEasy)",743,0,0.0,3,0
TXN_014349,CUST_087,28,58547,2025-12-01 13:25:00,"Healthcare (e.g., Apollo, PharmEasy)",1154,0,0.0,0,0
TXN_020515,CUST_126,28,43717,2025-12-01 13:35:00,"Healthcare (e.g., Apollo, PharmEasy)",1181,0,1.0,26,0
TXN_010607,CUST_065,20,87327,2025-12-01 13:37:00,Nightlife/Dining,2855,0,0.0,0,0
TXN_020329,CUST_125,20,61892,2025-12-01 13:39:00,"Fashion (e.g., Myntra, Zara)",17400,0,2.0,0,0
TXN_006358,CUST_038,18,25347,2025-12-01 13:40:00,"Utilities (e.g., Electricity, Wifi)",773,0,0.0,3,0
TXN_009269,CUST_056,26,50418,2025-12-01 13:44:00,"Transit (e.g., Uber, Metro)",479,0,1.0,26,0
TXN_004224,CUST_025,23,64413,2025-12-01 13:44:00,"Utilities (e.g., Electricity, Wifi)",1682,0,2.0,26,0
TXN_031033,CUST_190,27,82061,2025-12-01 13:45:00,"Fashion (e.g., Myntra, Zara)",5915,0,0.0,0,1
TXN_016795,CUST_103,23,49006,2025-12-01 13:55:00,"Transit (e.g., Uber, Metro)",584,0,0.0,3,0
TXN_027011,CUST_166,18,50272,2025-12-01 14:02:00,"Transit (e.g., Uber, Metro)",110,0,0.0,3,0
TXN_014025,CUST_085,28,29129,2025-12-01 14:04:00,"Transit (e.g., Uber, Metro)",422,0,0.0,3,0
TXN_020970,CUST_129,25,30057,2025-12-01 14:13:00,"Food Delivery (e.g., Zomato, Swiggy)",714,0,0.0,0,0
TXN_011473,CUST_070,28,48592,2025-12-01 14:14:00,Nightlife/Dining,6088,0,0.0,0,0
TXN_018379,CUST_113,20,77476,2025-12-01 14:20:00,"Groceries (e.g., Blinkit, Zepto)",797,0,0.0,26,0
TXN_009716,CUST_059,21,64532,2025-12-01 14:22:00,"Healthcare (e.g., Apollo, PharmEasy)",1031,0,0.0,0,0
TXN_014766,CUST_090,22,32298,2025-12-01 14:22:00,"Groceries (e.g., Blinkit, Zepto)",242,0,0.0,3,0
TXN_026528,CUST_163,30,25978,2025-12-01 14:23:00,Nightlife/Dining,6098,0,0.0,0,0
TXN_027871,CUST_171,24,72502,2025-12-01 14:24:00,"Utilities (e.g., Electricity, Wifi)",2456,0,0.0,0,1
TXN_026388,CUST_162,24,25756,2025-12-01 14:30:00,"Utilities (e.g., Electricity, Wifi)",752,0,0.0,3,0
TXN_010167,CUST_062,25,36826,2025-12-01 14:36:00,"Transit (e.g., Uber, Metro)",198,0,0.0,0,0
